Emotion,User Input (Humanized),Bot Response (Humanized)
Happy,"""මට මගේ පළවෙනි සේවාදායකයා ලැබුණා!""","""ඒක ඔයාගේ ගමනේ ලොකු ඉදිරි පියවරක්. මේ අවස්ථාව ලබාගන්න ඔයාට හයියක් වුණු ඔයාගේ දක්ෂතා මොනවාද?"""
Happy,"""මම ආසම චිත්‍රපටය අද ආයෙත් බැලුවා, ඒක මතක් වෙද්දිත් මට හිනා යනවා.""","""පරණ සතුටු මතකයන් ආයෙත් මතක් කරන එක හරිම සුන්දරයි. ඒ චිත්‍රපටය ඔයාගේ හිතට මෙච්චර සමීප ඇයි?"""
Happy,"""අද මම මටම ලස්සන මල් පොකුරක් ගත්තා.""","""තමන්ටම ආදරය කරන එක හරිම වටිනවා. ඔයාව අගය කරගන්න එක ඔයාගේ සතුටට ලොකු හේතුවක් නේද?"""
Happy,"""මගේ පර්යේෂණ වැඩේට ගොඩක් හොඳ ප්‍රතිචාර ලැබුණා.""","""හොඳ ප්‍රතිචාර ලැබෙද්දී විශ්වාසය වැඩි වෙනවා. ඔයා කරපු වැඩේ ඔයා වැඩියෙන්ම ආඩම්බර වෙන කොටස මොකක්ද?"""
Happy,"""අද මම යාළුවෝ එක්ක එකතු වෙලා කෑම වර්ග හැදුවා.""","""යාළුවෝ එක්ක එකතු වෙලා වැඩ කරද්දී බැඳීම් තවත් වැඩි වෙනවා. ඒ ගත කරපු කාලය ගැන ඔයාට මොකද හිතෙන්නේ?"""
Happy,"""අද මම යාළුවොත් එක්ක උද්‍යානයකට ගිහින් විනෝද වුණා.""","""එළිමහනේ යාළුවෝ එක්ක ගත කරන කාලය හිතට ලොකු නිදහසක් දෙනවා. ඒ වෙලාවේ ඔයාට දැනුණු හැඟීම් මොනවාද?"""
Happy,"""මාස ගණනකට පස්සේ මම ආයෙත් චිත්‍ර අඳින්න පටන් ගත්තා.""","""නිර්මාණශීලී වැඩවලට ආයෙත් යොමු වෙන එක හිතට ලොකු සුවයක්. ආයෙත් පින්සල අතට ගන්න ඔයාව උනන්දු කළේ මොනවාද?"""
Happy,"""මම ආසම සංගීත කණ්ඩායම අපේ නගරයට එනවා කියලා ආරංචි වුණා!""","""ඒක නම් මාරම ආරංචියක්! ඒ ප්‍රසංගය ගැන හිතද්දී ඔයාගේ හිතට මොන වගේ සතුටක්ද දැනෙන්නේ?"""
Happy,"""අද උදේ මට මගේ බල්ලා එක්ක සෙල්ලම් කරන්න හොඳ වෙලාවක් ලැබුණා.""","""සතුන් එක්ක ගත කරන කාලය හිතට ලොකු සතුටක් දෙනවා. ඒ ආදරය ඔයාගේ මානසික සුවයට කොහොමද බලපාන්නේ?"""
Happy,"""පිටරට ඉන්න මගේ යාළුවෙක් අතින් ලියපු ලියුමක් මට එවල තිබුණා.""","""අතින් ලියපු ලියුමක් ලැබෙන එක මාරම හැඟීම්බර දෙයක්. ඒක කියවද්දී ඔයාගේ හිතට ආපු සිතුවිලි මොනවාද?"""
Happy,"""අන්තිමට මම අර අලුත් කෑම කඩේට ගියා, කෑම නම් මාරම රසයි!""","""අලුත් දේවල් රස බලන එකත් ජීවිතයට ලොකු සතුටක් දෙනවා නේද?"""
Happy,"""මම ලියපු ලිපියක් සඟරාවක පළ කරන්න අවස්ථාව ලැබුණා!""","""ඒක ලොකු ජයග්‍රහණයක්. ලිවීමේ වැඩේ දිගටම කරගෙන යන්න ඔයාට හයියක් වුණේ මොන වගේ විශ්වාසයන්ද?"""
Happy,"""අද මම ඇහැරුණේ මාරම නැවුම් හැඟීමකින්.""","""දවස හොඳින් ආරම්භ කරන එක මුළු දවසටම ලොකු ශක්තියක් දෙනවා නේද?"""
Happy,"""මගේ යාළුවෙක් මට ලස්සන පැළයක් තෑගි කළා, ඒක මගේ මේසය උඩ ලස්සනට තියෙනවා.""","""ඒ වගේ තෑග්ගක් ලැබුණම හිතට ලොකු සතුටක් දැනෙනවා. ඒ පැළය දිහා බලද්දී ඔයාට මොකද හිතෙන්නේ?"""
Happy,"""මම අද අලුත් නැටුමක් ඉගෙන ගත්තා, ඒක මම නියමෙටම කළා!""","""අලුත් දෙයක් පුරුදු වෙන්න ඔයා දක්වපු කැපවීම ගැන මට ආඩම්බරයි. දිගටම ඒ වැඩේ කරන්න ඔයා අදහස් කරනවාද?"""
Happy,"""අද මම පුංචි කාලේ බලපු කාටූන් වගයක් ආයෙත් බැලුවා.""","""පුංචි කාලේ මතකයන් හරිම සුවදායකයි. ඒ කාටූන් බලද්දී ඔයාගේ හිත ආයෙත් ඒ සුන්දර කාලයට ගියා නේද?"""
Happy,"""මගේ ඉහළ නිලධාරියාගෙන් මට ගොඩක් හොඳ ප්‍රතිචාර ලැබුණා.""","""ඔයාගේ මහන්සියට ලැබුණු නියම වටිනාකමක් ඒක. මේ වගේ ඇගයීම් නිසා ඔයාගේ විශ්වාසය තවත් වැඩි වෙයි."""
Happy,"""මගේ ගෙදර ළඟම හරිම නිස්කලංක තැනක් මට අද හම්බුණා.""","""ඒ වගේ නිස්කලංක තැනක් තිබීම හිතට ලොකු සහනයක්. ඒ තැන ඔයාගේ මානසික නිදහසට උදව් වෙන්නේ කොහොමද?"""
Happy,"""මම ගොඩක් අගය කරන ලේඛකයෙක් මගේ අදහසකට අන්තර්ජාලය හරහා කැමැත්ත පළ කරලා තිබුණා!""","""ඒක මාරම ඇගයීමක් නේද? තමන් ගරු කරන කෙනෙක්ගෙන් ඒ වගේ දෙයක් ලැබීම ලොකු සතුටක්."""
Happy,"""හොඳ සින්දුවක් අහගෙන මම අද මාරම දුරක් ඇවිදින්න ගියා.""","""ඒක හිතට මාරම නිදහසක් දෙන්න ඇති. සින්දු අහන එකෙන් ඔයාගේ හිතේ තියෙන බර සැහැල්ලු කරගන්න උදව් වුණේ කොහොමද?"""
Happy,"""මගේ නෑදෑ මල්ලිගේ විවාහ උත්සවය අද තිබුණා, ඒක හරිම ලස්සනට ගත්තා.""","""මංගල උත්සව කියන්නේ සතුට පිරුණු තැන් නේද? ඒ උත්සවයේදී ඔයා වැඩියෙන්ම රස වින්දේ මොන වගේ දේවල්ද?"""
Happy,"""මම ගොඩක් කාලෙක ඉඳන් කියවන්න ආසාවෙන් හිටපු පොතක් අද ගත්තා.""","""තමන්ට ආස දෙයක් තෑගි කරගන්න එකත් එක විදිහක ආත්ම ගෞරවයක්. ඒ පොත කියවලා ඉවර කළාම ඔයා බලාපොරොත්තු වෙන්නේ මොන වගේ සතුටක්ද?"""
Happy,"""අද මට මගේ ආච්චියි සීයයි එක්ක හොඳ කාලයක් ගත කරන්න ලැබුණා.""","""ආදරණීය වැඩිහිටියන් එක්ක ඉන්න වෙලාව මාරම වටිනවා. එයාලත් එක්ක ගත කරපු ඒ කාලය තුළ ඔයා වැඩියෙන්ම අගය කළේ මොනවාද?"""
Happy,"""මම අන්තර්ජාලයෙන් ඇණවුම් කරපු බඩු ටික හිතුවට වඩා කලින් ගෙදරටම ආවා!""","""නොසිතපු වෙලාවක ලැබෙන පුංචි සතුටුත් අපේ දවසම ලස්සන කරනවා. ඒ පුදුමය ඔයාගේ අද දවසට බලපෑවේ කොහොමද?"""
Happy,"""මම අද අලුත් කෑමක් නියමෙටම උයන්න ඉගෙන ගත්තා.""","""අලුත් දේවල් පුරුදු වෙද්දී හිතේ විශ්වාසය වැඩි වෙනවා. මේ වැඩේ කරද්දී ඔයා ඔයාගේ දක්ෂතා ගැන අලුතින් දැනගත්තේ මොනවාද?"""
Happy,"""මගේ පරිගණකයේ තිබුණු ලෙඩේ මමම හදාගත්තා.""","""තනියම ප්‍රශ්න විසඳගත්තම දැනෙන හයිය මාරයි නේද? ඒ වැඩේ කරගන්නකම්ම ඉවසීමෙන් ඉන්න ඔයාට හයියක් වුණේ මොන වගේ සිතුවිලිද?"""
Happy,"""මම අද මගේ සහෝදරයෝ එක්ක සින්දුවක් දාගෙන හොඳට නැටුවා.""","""නටන එකෙන් හිතේ තියෙන සතුට එළියට එනවා. ඒ විදිහට නිදහසේ හිටපු එක ඔයාගේ හිතටයි ඇඟටයි කොහොමද දැනුණේ?"""
Happy,"""මගේ යාළුවෙක් අද මම කතා කරන විදිහ ගැන ගොඩක් අගය කළා.""","""ඒ වගේ ඇගයීමක් ලැබුණම හිතට ලොකු සතුටක් දැනෙනවා ඇති. ඔයා ඔයා ගැන හිතන විදිහට ඒකෙන් කොහොමද බලපෑමක් වුණේ?"""
Happy,"""මම කරපු වැඩේ හිතුවට වඩා කලින් ඉවර කරන්න මට පුළුවන් වුණා!""","""වැඩ ටික කලින් ඉවර කළාම දැනෙන සහනය මාරයි. වෙලාව කළමනාකරණය කරගන්න ඔයා පාවිච්චි කරපු උපක්‍රම මොනවාද?"""
Happy,"""මම ඊයේ රෑ තරු බලන්න ගියා, අහස මාරම පැහැදිලිව තිබුණා.""","""තරු පිරුණු අහස දිහා බලන් ඉද්දී ජීවිතේ ගැන මාරම දැක්මක් ලැබෙනවා නේද? ඒ අහසේ විශාලත්වය ගැන හිතද්දී ඔයාගේ හිතට ආවේ මොනවාද?"""
Happy,"""මම අද පළවෙනි වතාවට යෝගා ව්‍යායාම කළා, ඒකෙන් හිතට මාරම සන්සුන් බවක් දැනුණා.""","""යෝගා කියන්නේ හිතයි ඇඟයි දෙකම එකතු කරන දෙයක්. ඒ ව්‍යායාම කරද්දී ඔයාගේ හිත වැඩියෙන්ම නිවුණේ කොයි වෙලාවෙද?"""
Happy,"""මම වැඩියෙන්ම ආස කරන ක්‍රීඩකයා මගේ පණිවිඩයට අද පිළිතුරක් එවල තිබුණා!""","""ඒක නම් මාරම උද්යෝගිමත් ආරංචියක්! ඒ වගේ කෙනෙක් ඔයාව හඳුනා ගැනීම ගැන ඔයාට මොකද හිතෙන්නේ?"""
Happy,"""මට අද මගේ පරණ යාළුවෙක් එක්ක ගොඩක් වෙලාව පෝන් (Phone) එකෙන් කතා කරන්න ලැබුණා.""","""පරණ බැඳීම් ආයෙත් අලුත් කරගන්න එක මාරම සතුටක්. ඒ කතාබහෙන් පස්සේ සැබෑ යාළුකම් ගැන ඔයාට මොකද හිතුණේ?"""
Happy,"""අන්තිමට මම මගේ වැඩ කරන මේසය පිළිවෙලකට අස් කරගත්තා.""","""වටපිටාව පිරිසිදුව තියෙද්දී වැඩ කරන්නත් ලොකු උනන්දුවක් එනවා නේද? ඒ වෙනස ඔයාගේ හිතට කොහොමද බලපෑවේ?"""
Happy,"""තේ කෝප්පයක් බොන ගමන් වැස්ස දිහා බලන් ඉන්න අද මට වෙලාවක් ලැබුණා.""","""ඒ වගේ නිස්කලංක මොහොතක් ලැබෙන එක මාරම වාසනාවක්. ඒ වෙලාවේ ඔයාගේ හිතට දැනුණේ මොන වගේ නිදහසක්ද?"""
Happy,"""මගේ යාළුවගේ උපන්දිනේට මම එයාව පුදුම කළා, එයා මාරම සතුටු වුණා.""","""අනිත් අයව සතුටු කරද්දී අපේ හිතටත් ලොකු සතුටක් දැනෙනවා. ඒ වගේ දෙයක් කරන්න ඔයාව උනන්දු කළේ මොන වගේ සිතුවිලිද?"""
Happy,"""මම අද හොඳටම හිනා වෙන්න පුළුවන් චිත්‍රපටියක් බලලා ඉවර කළා.""","""හිනාවෙන් හිතේ තියෙන පීඩනය ඔක්කොම නැති වෙලා යනවා නේද? ඒ කතාවේ ඔයා වැඩියෙන්ම රස වින්දේ කොයි හරියද?"""
Happy,"""මම අද පියවර 10,000ක් ඇවිදලා මගේ ඉලක්කය සම්පූර්ණ කළා!""","""ඒක මාරම ජයග්‍රහණයක්! ඒ ඉලක්කයටම යන්න ඔයාගේ හිත ශක්තිමත් කරගත්තේ කොහොමද?"""
Happy,"""ඉතිරි වෙලා තිබුණු වැඩ ඔක්කොම ඉවර කළාම මට මාරම සහනයක් දැනුණා.""","""වැඩ කන්දරාවක් ඉවර වුණාම හිතේ තියෙන බර නැති වෙලා යනවා නේද? දිගටම උනන්දුවෙන් වැඩ කරන්න ඔයාට උදව් වුණේ මොන වගේ දේවල්ද?"""
Happy,"""මම අද ගෙදර එද්දී මාරම හුරතල් බල්ලෙක් දැක්කා.""","""ඒ වගේ පුංචි පුංචි දේවල්වලින් අපේ දවසම ලස්සන වෙනවා නේද? ඒ සතාව දැක්කම ඔයාගේ හිතට මොකද දැනුණේ?"""
Happy,"""මම නිතරම යන කඩේ අයට මම බොන්න ආස දේ මතකයි.""","""අනිත් අය අපේ කැමැත්ත අකමැත්ත මතක තියාගෙන ඉන්න එක මාරම සතුටක්. ඒකෙන් ඔයාට ඒ අය එක්ක තියෙන බැඳීම ගැන මොකද හිතෙන්නේ?"""
Happy,"""මම අද මම ආසම ඇඳුමක් ඇන්ඳා, ඒක මට මාරම ලස්සනට ගැළපුණා.""","""තමන්ගේ පෙනුම ගැන සතුටු වෙද්දී හිතේ තියෙන විශ්වාසයත් ඉබේටම වැඩි වෙනවා නේද?"""
Happy,"""ඊයේ රෑ මට හොඳ නින්දක් ලැබුණා, අද උදේ මම ඇහැරුණේ මාරම උද්යෝගයකින්.""","""හොඳ නින්දක් ලැබුණම හිතයි කයයි දෙකම ප්‍රබෝධමත් වෙනවා. ඒ වගේ සුව නින්දක් ලබන්න ඔයා අනුගමනය කරපු හොඳ පුරුදු මොනවාද?"""
Happy,"""මම අද වයසක කෙනෙකුට පාර පනින්න උදව් කළා.""","""අසරණ කෙනෙකුට උදව් කිරීමෙන් ලැබෙන සතුට වෙන කොහෙන්වත් ගන්න බැහැ. ඒකෙන් ඔයාගේ හිතට මොන වගේ සැනසීමක්ද දැනුණේ?"""
Happy,"""මගේ යාළුවෙක්ගේ උපන්දින සාදයකට යන්න මට අද අවස්ථාව ලැබුණා.""","""යාළුවෝ එක්ක සතුට බෙදාගන්න එක මාරම ජවයක් දෙන වැඩක්. ඒ උත්සවයේදී ඔයා වැඩියෙන්ම සතුටු වුණේ මොන වෙලාවෙද?"""
Happy,"""මගේ මල්ලි මට කිව්වා එයා මම කරන දේවල් ගොඩක් අගය කරනවා කියලා.""","""තමන්ගේ සහෝදරයන්ට ආදර්ශවත් කෙනෙක් වෙන්න ලැබෙන එක ලොකු වාසනාවක්. ඒකෙන් ඔයාගේ වගකීම ගැන ඔයාට මොකද හිතෙන්නේ?"""
Happy,"""මම අද තනියම ගමනක් ගියා, ඒක මාරම නිදහස් ගමනක්.""","""තනියම ගමන් බිමන් යද්දී තමන් ගැන තියෙන විශ්වාසය වැඩි වෙනවා. ඒ ගමනේදී ඔයා වැඩිපුරම රස වින්දේ මොනවාද?"""
Happy,"""මම අන්තිමට මගේ ඇඟ හදාගන්න ගත්තු අභියෝගය සාර්ථකව ඉවර කළා!""","""කැපවීමෙන් වැඩ කළොත් ඕනෑම දෙයක් දිනන්න පුළුවන් කියලා ඔයා ඔප්පු කළා. දිගටම ඒ වැඩේ කරගෙන යන්න ඔයාගේ හිතේ තියෙන ප්ලෑන් (Plan) මොනවාද?"""
Happy,"""මම ආසම මල් පැළේ ආයෙත් මල් පිපෙන්න පටන් අරන්.""","""ගහකොළ මල් පල දරද්දී හිතට මාරම අලුත් බවක් දැනෙනවා නේද? ඒ මල් පිපීම ඔයාගේ ජීවිතයට මොන වගේ බලාපොරොත්තුවක්ද දෙන්නේ?"""
Happy,"""මම අද කොණ්ඩය අලුත් විදිහකට කැපුවා, හැමෝම ඒකට මාරම කැමතියි.""","""පෙනුමේ වෙනසක් කරද්දී හිතටත් අලුත් ජවයක් එනවා. ඒ හොඳ ප්‍රතිචාර නිසා ඔයාගේ විශ්වාසය වැඩි වුණා නේද?"""
Happy,"""මම අන්තිමට මගේ විභාග ටික ඉවර කළා, දැන් හිතට මාරම සැහැල්ලුවක් දැනෙනවා.""","""විභාග පීඩනයෙන් නිදහස් වුණාම දැනෙන සතුට මම දන්නවා. ඒ අමාරු කාලේ ඉවසීමෙන් වැඩ කරන්න ඔයා හිත හදාගත්තේ කොහොමද?"""
Happy,"""මගේ පුංචි කාලේ අසල්වැසියෙක්ව අද මට ආයෙත් මුණගැහුණා.""","""අතීතයේ හිතවත් අය මුණගැහෙන එක මාරම පුදුමයක්. එයත් එක්ක කතා කරද්දී ඔයාගේ හිතට මොන වගේ මතකයන්ද ආවේ?"""
Happy,"""මම අලුත් විනෝදාංශයක් පටන් ගත්තා, මම දැන් ඒකට මාරම ආසයි.""","""අලුත් දේවලට යොමු වෙද්දී හිතේ තියෙන පීඩනය නැති වෙනවා. මේ වැඩේට ඔයාව මේ තරම් ආකර්ෂණය වුණේ ඇයි?"""
Happy,"""මගේ ගුරුවරයා අද මම කරපු ඉදිරිපත් කිරීම ගොඩක් අගය කළා.""","""ඒ ඇගයීම ඔයාගේ මහන්සියට ලැබුණු නියම ප්‍රතිඵලයක්. ඔයා කරපු ඒ වැඩේ ගැන ඔයාටම වැඩියෙන්ම ආඩම්බර හිතුණේ කොයි කොටස ගැනද?"""
Happy,"""මම අද රෑ යාළුවෝ එක්ක ගිනිකෙළි සංදර්ශනයක් බැලුවා.""","""යාළුවෝ එක්ක ගත කරන ඒ වගේ සුන්දර මොහොතවල් ජීවිතේට මාරම මතකයන් එකතු කරනවා. ඒ වෙලාවේ ඔයාට දැනුණේ මොන වගේ හැඟීමක්ද?"""
Happy,"""අන්තිමට මම ලියපු පළවෙනි නවකතාව ලියලා ඉවර කළා!""","""පොතක් ලියලා ඉවර කරනවා කියන්නේ මාරම ජයග්‍රහණයක්. ඒ වැඩේ දිගටම කරගෙන යන්න ඔයා හිතට ධෛර්යය ගත්තේ කොහොමද?"""
Happy,"""මම අද දවසම අසරණ සතුන් බලාගන්න තැනක ස්වේච්ඡාවෙන් වැඩ කළා.""","""සත්තුන්ට ආදරය කරන එකෙන් ලැබෙන සතුට මාරම අවංකයි. අද දවසේ ඔයා කරපු ඒ වෙනස ගැන ඔයාට මොකද හිතෙන්නේ?"""
Happy,"""මම පියානෝවෙන් මම ආසම සින්දුව අද වාදනය කරන්න ඉගෙන ගත්තා.""","""වාදනයක් ඉගෙන ගන්න ලොකු ඉවසීමක් ඕනේ. ඒක නියමෙටම කරගත්තම ඔයාගේ හිතට මොන වගේ තෘප්තියක්ද දැනුණේ?"""
Happy,"""මම අද ගෙදර අයත් එක්ක මාරම රස කෑම වේලක් භුක්ති වින්දා.""","""පවුලේ අයත් එක්ක එකට වාඩි වෙලා කන එක බැඳීම් ශක්තිමත් කරනවා. ඒ වෙලාවේ ඔයා වැඩියෙන්ම සතුටු වුණේ මොන දේ ගැනද?"""
Happy,"""මට මගේ පරණ යාළුවෙක්ගෙන් අතින් ලියපු ලියුමක් ලැබුණා.""","""ලියුමක් කියවද්දී දැනෙන ඒ පෞද්ගලික හැඟීම මාරයි නේද? ඒක කියවද්දී ඔයාගේ යාළුකම ගැන ඔයාට මොනවාද හිතුණේ?"""
Happy,"""මම අද බිස්කට් වගයක් හැදුවා, ඒවා නියමෙටම රසට ආවා!""","""තමන්ම හදපු දෙයක් රසට එද්දී දැනෙන සතුට මම දන්නවා. ඒ වැඩේ කරද්දී ඔයා වැඩියෙන්ම ආස කළේ මොන කොටසටද?"""
Happy,"""මගේ බයිසිකලයේ තිබුණු ලෙඩේ මමම අද හදාගත්තා.""","""තමන්ගේ වැඩක් තමන්ම කරගත්තම දැනෙන ස්වාධීනත්වය මාරයි. ඒ අත්දැකීමෙන් ඔයා අලුතින් ඉගෙන ගත්තේ මොනවාද?"""
Happy,"""මම අද විහිළු වැඩසටහනක් බලලා මාරම විදිහට හිනා වුණා.""","""හිනාව තරම් හොඳ බෙහෙතක් තවත් නැහැ. ඒකෙන් පස්සේ ඔයාගේ හිතේ තිබුණු බර අඩු වුණා නේද?"""
Happy,"""මම කරපු වැඩ ගැන මගේ ලොක්කාගෙන් අද ලොකු ප්‍රශංසාවක් ලැබුණා.""","""හොඳ ඇගයීමක් ලැබුණම තමන්ගේ හැකියාවන් ගැන ලොකු විශ්වාසයක් එනවා. ඒක ඔයාගේ ඉස්සරහ වැඩවලට ලොකු හයියක් වෙයි නේද?"""
Happy,"""මම අද හවස් වරුවම මම ආසම පොතක් කියව කියව හිටියා.""","""පොතක ගිලී ඉන්න වෙලාවට ලෝකේ තියෙන කරදර ඔක්කොම අමතක වෙනවා නේද? ඒ කතාවේ ඔයාට වැඩියෙන්ම හිතට වැදුණේ මොන කොටසද?"""
Happy,"""මම අද ගෙදර එද්දී අහසේ ලස්සන දේදුන්නක් දැක්කා.""","""දේදුන්නක් දකින එකත් එක විදිහක වාසනාවක් වගේ. ඒ ලස්සන දර්ශනය ඔයාගේ හිතට මොන වගේ නිදහසක්ද දුන්නේ?"""
Happy,"""මම අද මාරම අමාරු ව්‍යායාම ටිකක් කරලා ඒක සාර්ථකව ඉවර කළා.""","""අමාරු වැඩක් ඉවර කළාම ඇඟට වගේම හිතටත් ලොකු ජවයක් එනවා. ඊට පස්සේ ඔයාට මොකද දැනුණේ?"""
Happy,"""මම අද රස්සාවේ තිබුණු මාරම සංකීර්ණ ප්‍රශ්නයක් විසඳගත්තා.""","""ප්‍රශ්න විසඳන්න තියෙන දක්ෂතාවය ඔයාගේ ලොකු ශක්තියක්. ඒ විසඳුම හොයාගන්න ඔයාට උදව් වුණේ මොන වගේ සිතුවිලිද?"""
Happy,"""මම අද යාළුවෝ එක්ක උද්‍යානයකට ගිහින් විනෝද වුණා.""","""නිදහස් තැනක යාළුවෝ එක්ක ගත කරන කාලය මාරම වටිනවා. අද දවසේ ඔයා වැඩියෙන්ම සතුටු වුණේ මොන වෙලාවෙද?"""
Happy,"""මම අද බලු පැටියෙක් හදාගන්න ගත්තා!""","""බලු පැටියෙක් ගෙදරට ගේනවා කියන්නේ ලොකු සතුටක්නේ! ඔයාගේ මේ අලුත් යාළුවා එක්ක දවස ගත කරන්න ඔයා මොන වගේ ප්ලෑන් (Plan) ද දාගෙන ඉන්නේ?"""
Happy,"""මම අද ඇඳපු චිත්‍රය මාරම ලස්සනට ආවා.""","""තමන්ගේම නිර්මාණයක් සාර්ථක වුණාම දැනෙන තෘප්තිය මාරයි. ඒ චිත්‍රය අඳින්න ඔයාට වැඩියෙන්ම ආභාසය ලැබුණේ කොහෙන්ද?"""
Happy,"""මම අද තරඟයකින් පොඩි තෑග්ගක් දිනුවා.""","""දිනනවා කියන එක හිතට ලොකු හයියක්. මේ ජයග්‍රහණය නිසා තවත් අලුත් දේවල්වලට ඉදිරිපත් වෙන්න ඔයාට ලොකු උනන්දුවක් එන්න ඇති නේද?"""
Happy,"""අද මම ගොඩක් වෙලාව අරන් නිදහසේ නාලා පිරිසිදු වුණා.""","""තමන් ගැන හිතලා නිදහසේ ඉන්න වෙලාව සතුට වැඩි කරනවා. ඒකෙන් පස්සේ ඔයාගේ ඇඟටයි හිතටයි මොන වගේ ජවයක්ද දැනුණේ?"""
Happy,"""මම අද පරණ යාළුවෙකුට කතා කරලා ගොඩක් වෙලාව මතකයන් අලුත් කළා.""","""ආදරණීය යාළුවෙක් එක්ක කතා කරන එක මාරම සතුටක්. ඒ කතාබහෙන් ඔයාට ආයෙත් මතක් වුණේ මොන වගේ සුන්දර මතකයන්ද?"""
Happy,"""අද මම අලුත් කෑමක් නියමෙටම ඉව්වා.""","""කුස්සියේදී අලුත් අත්හදා බැලීමක් සාර්ථක වුණාම මාරම සතුටක් දැනෙනවා නේද? ඒක රස බලද්දී ඔයාට මොකද හිතුණේ?"""
Happy,"""මම අද හවස් වරුවම අහසේ තරු බල බල හිටියා.""","""තරු පිරුණු අහස දකිද්දී හිත නිවෙනවා. ඒ වෙලාවේ ඔයාගේ හිතට ආපු ලස්සනම සිතුවිල්ල මොකක්ද?"""
Happy,"""මගේ යාළුවෙක් අද මට හිතපු නැති වෙලාවක ලස්සන තෑග්ගක් දුන්නා.""","""හිතාගන්න බැරි වෙලාවක ලැබෙන පුංචි තෑග්ගක් වුණත් හිතට මාරම ආදරයක් දැනෙන්න හේතුවක් වෙනවා. ඒ යාළුකම ගැන ඔයාට මොකද හිතෙන්නේ?"""
Happy,"""මම අද මගේ පළවෙනි කිලෝමීටර් 5 දුවන තරඟය ඉවර කළා!""","""ඒක නම් මාරම ජයග්‍රහණයක්! ඒ තරම් දුරක් එක දිගට දුවන්න ඔයා හිතට ධෛර්යය ගත්තේ කොහොමද?"""
Happy,"""මම අද මම ආසම සින්දුව එක වචනයක්වත් වරද්දන්නේ නැතුව ලස්සනට කියුවා.""","""සින්දුවක් නියමෙටම කියන්න ලැබුණාම දැනෙන්නේ මාරම ජයග්‍රහණයක් ලැබුණා වගේ නේද? ඒකෙන් ඔයාගේ මනෝභාවය තවත් හොඳ වුණා නේද?"""
Happy,"""අන්තිමේදී මම මගේ අවුල් වෙලා තිබුණු මේසය ලස්සනට අස් කළා.""","""වටපිටාව පිරිසිදු වෙද්දී හිතේ තියෙන අවුල් බවත් නැති වෙලා යනවා නේද? දැන් ඔයාට මාරම සහනයක් දැනෙනවා ඇති."""
Happy,"""මම අද ට්‍රිප් එකක් ගිහින් ලස්සන පරිසරයක් රස වින්දා.""","""ගමන් බිමන්වලින් හිතට අලුත් ජවයක් ලැබෙනවා. ඒ ගමනේදී ඔයා වැඩියෙන්ම ආස කරපු දර්ශනය මොකක්ද?"""
Happy,"""මම අද විනාඩි 20ක් එක දිගට සාර්ථකව භාවනා කළා.""","""භාවනාවෙන් හිතට මාරම සන්සුන් බවක් ලැබෙනවා. ඒ භාවනාවට පස්සේ ඔයාට මොන වගේ සැහැල්ලුවක්ද දැනුණේ?"""
Happy,"""මම අද මම ආසම චිත්‍රපටය ආයෙත් බැලුවා.""","""ආසම කතාවක් ආයෙත් බලද්දී හිතට මාරම සැනසීමක් දැනෙනවා. ඒ කතාවේ ඔයාව වැඩියෙන්ම හිනාගැස්සුවේ මොන වගේ දර්ශනද?"""
Happy,"""මම අද අඳුරන්නේ නැති කෙනෙකුට උදව් කළා, ඒකෙන් මට මාරම සතුටක් දැනුණා.""","""අනුන්ට උදව් කරද්දී ලැබෙන ඒ සතුට මාරම අවංකයි. ඒ වැඩෙන් පස්සේ ඔයා ගැනම ඔයාට මොකද හිතුණේ?"""
Happy,"""මම අද ආසම සින්දුවක් දාගෙන නිදහසේ නැටුවා.""","""සින්දුයි නැටුමයි කියන්නේ හිතේ තියෙන පීඩනය නැති කරන්න හොඳම විදිහක්. නටද්දී ඔයාගේ ඇඟටයි හිතටයි දැනුණේ මොන වගේ නිදහසක්ද?"""
Happy,"""මම අද විහිළු වීඩියෝ එකක් බලලා හිනා වෙලා පණ ගියා.""","""හොඳ හිනාවක් කියන්නේ මාරම නිදහසක්. ඒ වීඩියෝ එකේ ඔයාව වැඩියෙන්ම හිනාගැස්සුවේ මොකක්ද?"""
Happy,"""මම අද වත්තේ ලස්සන මල් පැළ වගයක් හිටෙව්වා.""","""ගහකොළ එක්ක ඉන්න වෙලාවට හිතට මාරම සන්සුන් බවක් දැනෙනවා නේද? පැළ හිටවද්දී සොබාදහම ගැන ඔයාට මොකද හිතුණේ?"""
Happy,"""මම අද මගේ ජීවිතේ පුංචි ජයග්‍රහණයක් සැමරුවා.""","""ජීවිතේ පුංචි ජයග්‍රහණ පවා අගය කරන එක මාරම වැදගත්. අද ඔයා කරපු දේ ගැන ඔයාටම ආඩම්බර හිතුණේ ඇයි?"""
Happy,"""මම අන්තර්ජාලයෙන් අලුත් දක්ෂතාවයක් ඉගෙන ගත්තා.""","""අලුත් දෙයක් ඉගෙන ගද්දී හිතට ලොකු උද්යෝගයක් එනවා. ඒකෙන් පස්සේ ඔයාගේ හැකියාවන් ගැන ඔයාට මොකද හිතුණේ?"""
